11.02.2026         Salida dinámica de lista                                                              1


		Objeto	Denominación del objeto	Creado	Registrado	  Valor/Mon.tr.	MonT

	*	Ejercicio 2022				     60.418,93	USD

		LCP-210005-EX-01	EX-AACC Central Laboratory	AA18610	24.03.2021	     10.000,00	USD
		LCP-210005-EX-01	EX-AACC Central Laboratory	AA18126	27.11.2022	-418,93	USD

	*	Ejercicio 2021				      9.581,07	USD

		LCP-210005-EX-01	EX-AACC Central Laboratory	AA18126	27.11.2022	        418,93	USD

	*	Ejercicio 2022				        418,93	USD

		LCP-210009-EX	EX-Estandarizacion Carros N.E.V Gadsden	AA78712	21.01.2021	     70.000,00	USD

	*	Ejercicio 2021				     70.000,00	USD

		LCP-210030	CAP-Look & Feel POS Ecuador	AA18126	22.03.2021	     83.800,00	USD

	*	Ejercicio 2021				     83.800,00	USD

		LCP-210033-EX	EX-Roof Asbestos Elimination 2021	AA78712	22.02.2021	    135.000,00	USD
		LCP-210033-EX	EX-Roof Asbestos Elimination 2021	AA18610	21.04.2021	     10.000,00	USD

	*	Ejercicio 2021				    145.000,00	USD

		LCP-210034	CAP-Look & Feel POS Bolivia	AA18126	22.03.2021	     37.000,00	USD

	*	Ejercicio 2021				     37.000,00	USD

		LCP-210035	CAP-Look & Feel POS Chile	AA18126	12.03.2021	    213.000,00	USD
		LCP-210035	CAP-Look & Feel POS Chile	AA04148	01.10.2021	     25.000,00	USD
		LCP-210035	CAP-Look & Feel POS Chile	AA04148	10.11.2021	     65.000,00	USD
		LCP-210035	CAP-Look & Feel POS Chile	AA04148	10.11.2021	     25.149,00	USD

	*	Ejercicio 2021				    328.149,00	USD

		LCP-210035-EX	EX-Look & Feel POS Chile	AA18610	15.03.2021	      7.000,00	USD
		LCP-210035-EX	EX-Look & Feel POS Chile	AA18610	22.07.2021	     15.000,00	USD
		LCP-210035-EX	EX-Look & Feel POS Chile	AA18610	01.10.2021	     10.000,00	USD

	*	Ejercicio 2021				     32.000,00	USD

		LCP-210041	CAP-Upgrade Drive and motor E-03	AA18126	27.11.2022	-155.508,60	USD
		LCP-210041	CAP-Upgrade Drive and motor E-03	AA73225	10.03.2021	    520.000,00	USD

	*	Ejercicio 2021				    364.491,40	USD

		LCP-210041	CAP-Upgrade Drive and motor E-03	AA18126	27.11.2022	    155.508,60	USD

	*	Ejercicio 2022				    155.508,60	USD

		LCP-210041-EX	EX-Upgrade Drive and motor E-03	AA18610	11.03.2021	     95.000,00	USD
		LCP-210041-EX	EX-Upgrade Drive and motor E-03	AA18126	27.11.2022	-24.569,35	USD

	*	Ejercicio 2021				     70.430,65	USD

		LCP-210041-EX	EX-Upgrade Drive and motor E-03	AA18126	27.11.2022	     24.569,35	USD

	*	Ejercicio 2022				     24.569,35	USD

		LCP-210044	CAP- Mixer 4 Main Motor 1500 HP	AA18126	27.11.2022	-770.949,91	USD
		LCP-210044	CAP- Mixer 4 Main Motor 1500 HP	AA73225	13.04.2021	  2.155.000,00	USD

	*	Ejercicio 2021				  1.384.050,09	USD

		LCP-210044	CAP- Mixer 4 Main Motor 1500 HP	AA18126	27.11.2022	    770.949,91	USD

	*	Ejercicio 2022				    770.949,91	USD

		LCP-210044-EX	EX- Mixer 4 Main Motor 1500 HP	AA18610	13.04.2021	    455.000,00	USD
		LCP-210044-EX	EX- Mixer 4 Main Motor 1500 HP	AA18610	20.05.2022	     45.500,00	USD
		LCP-210044-EX	EX- Mixer 4 Main Motor 1500 HP	AA18126	27.11.2022	-290.954,17	USD

	*	Ejercicio 2021				    209.545,83	USD

		LCP-210044-EX	EX- Mixer 4 Main Motor 1500 HP	AA18126	27.11.2022	    290.954,17	USD

	*	Ejercicio 2022				    290.954,17	USD

		LCP-210049	CAP- Automatic Bead Measuring Devices	AA18126	27.11.2022	-153.721,52	USD
		LCP-210049	CAP- Automatic Bead Measuring Devices	AA73225	05.04.2021	    155.000,00	USD

	*	Ejercicio 2021				      1.278,48	USD

		LCP-210049	CAP- Automatic Bead Measuring Devices	AA18126	27.11.2022	    153.721,52	USD

	*	Ejercicio 2022				    153.721,52	USD

		LCP-210049-EX	EX- Automatic Bead Measuring Devices	AA18610	06.04.2021	     30.000,00	USD
		LCP-210049-EX	EX- Automatic Bead Measuring Devices	AA18126	27.11.2022	-30.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210049-EX	EX- Automatic Bead Measuring Devices	AA18126	27.11.2022	     30.000,00	USD

	*	Ejercicio 2022				     30.000,00	USD

		LCP-210051	CAP- Migration TV1 to TV2	AA18126	27.11.2022	-545.846,96	USD
		LCP-210051	CAP- Migration TV1 to TV2	AA73225	26.04.2021	    570.000,00	USD

	*	Ejercicio 2021				     24.153,04	USD

		LCP-210051	CAP- Migration TV1 to TV2	AA18126	27.11.2022	    545.846,96	USD

	*	Ejercicio 2022				    545.846,96	USD

		LCP-210057	CAP-Replace Foam Tank for Bladder Ruptur	AA73225	05.04.2021	     90.000,00	USD

	*	Ejercicio 2021				     90.000,00	USD

		LCP-210057-EX	EX-Replace Foam Tank for Bladder Ruptur	AA18610	05.04.2021	     15.000,00	USD

	*	Ejercicio 2021				     15.000,00	USD

		LCP-210058	CAP-Upgrade Resiliometer N2	AA18126	27.11.2022	-167.120,20	USD
		LCP-210058	CAP-Upgrade Resiliometer N2	AA73225	05.04.2021	    154.000,00	USD
		LCP-210058	CAP-Upgrade Resiliometer N2	AA18126	23.08.2022	     15.246,00	USD

	*	Ejercicio 2021				      2.125,80	USD

		LCP-210058	CAP-Upgrade Resiliometer N2	AA18126	27.11.2022	    167.120,20	USD

	*	Ejercicio 2022				    167.120,20	USD

		LCP-210058-EX	EX-Upgrade Resiliometer N2	AA18610	06.04.2021	     20.000,00	USD
		LCP-210058-EX	EX-Upgrade Resiliometer N2	AA18126	27.11.2022	-20.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210058-EX	EX-Upgrade Resiliometer N2	AA18126	27.11.2022	     20.000,00	USD

	*	Ejercicio 2022				     20.000,00	USD

		LCP-210059	CAP-Upgrade vertical lathe	AA73225	05.04.2021	    165.000,00	USD

	*	Ejercicio 2021				    165.000,00	USD

		LCP-210059-EX	EX-Upgrade vertical lathe	AA18610	05.04.2021	     80.000,00	USD

	*	Ejercicio 2021				     80.000,00	USD

		LCP-210060	CAP-Life Lines Installation on upper con	AA18126	27.11.2022	-15.119,79	USD
		LCP-210060	CAP-Life Lines Installation on upper con	AA73225	05.04.2021	    120.000,00	USD

	*	Ejercicio 2021				    104.880,21	USD

		LCP-210060	CAP-Life Lines Installation on upper con	AA18126	27.11.2022	     15.119,79	USD

	*	Ejercicio 2022				     15.119,79	USD

		LCP-210061	CAP-Improves Dangerous Crossings Safety	AA18126	27.11.2022	-48.759,16	USD
		LCP-210061	CAP-Improves Dangerous Crossings Safety	AA73225	26.04.2021	    250.000,00	USD

	*	Ejercicio 2021				    201.240,84	USD

		LCP-210061	CAP-Improves Dangerous Crossings Safety	AA18126	27.11.2022	     48.759,16	USD

	*	Ejercicio 2022				     48.759,16	USD

		LCP-210061-EX	EX-Improves Dangerous Crossings Safety	AA18610	26.04.2021	     20.000,00	USD
		LCP-210061-EX	EX-Improves Dangerous Crossings Safety	AA18126	27.11.2022	-3.885,88	USD

	*	Ejercicio 2021				     16.114,12	USD

		LCP-210061-EX	EX-Improves Dangerous Crossings Safety	AA18126	27.11.2022	      3.885,88	USD

	*	Ejercicio 2022				      3.885,88	USD

		LCP-210062	CAP-Brackets Installation ASRS Structure	AA73225	15.04.2021	    650.000,00	USD

	*	Ejercicio 2021				    650.000,00	USD

		LCP-210062-EX	EX-Brackets Installation ASRS Structure	AA18610	15.04.2021	     70.000,00	USD
		LCP-210062-EX	EX-Brackets Installation ASRS Structure	AA18610	28.12.2021	      1.400,00	USD

	*	Ejercicio 2021				     71.400,00	USD

		LCP-210063	CAP-Inclinometer Installation Breaker Tu	AA18126	27.11.2022	-127.573,85	USD
		LCP-210063	CAP-Inclinometer Installation Breaker Tu	AA73225	05.04.2021	    130.000,00	USD

	*	Ejercicio 2021				      2.426,15	USD

		LCP-210063	CAP-Inclinometer Installation Breaker Tu	AA18126	27.11.2022	    127.573,85	USD

	*	Ejercicio 2022				    127.573,85	USD

		LCP-210064	CAP-Substation improvements (CTIs)	AA18126	27.11.2022	-38.745,38	USD
		LCP-210064	CAP-Substation improvements (CTIs)	AA73225	05.04.2021	    100.000,00	USD
		LCP-210064	CAP-Substation improvements (CTIs)	AA73225	02.12.2021	     55.000,00	USD

	*	Ejercicio 2021				    116.254,62	USD

		LCP-210064	CAP-Substation improvements (CTIs)	AA18126	27.11.2022	     38.745,38	USD

	*	Ejercicio 2022				     38.745,38	USD

		LCP-210064-EX	EX-Substation improvements (CTIs)	AA18610	06.04.2021	     35.000,00	USD
		LCP-210064-EX	EX-Substation improvements (CTIs)	AA18610	07.09.2021	     10.000,00	USD
		LCP-210064-EX	EX-Substation improvements (CTIs)	AA18126	27.11.2022	-13.112,18	USD

	*	Ejercicio 2021				     31.887,82	USD

		LCP-210064-EX	EX-Substation improvements (CTIs)	AA18126	27.11.2022	     13.112,18	USD

	*	Ejercicio 2022				     13.112,18	USD

		LCP-210066-EX	EX-Overhaul Gearbox of Milling Mixer #4	AA18610	23.03.2021	     43.000,00	USD

	*	Ejercicio 2021				     43.000,00	USD

		LCP-210067-EX	EX-Change 50 meters piping cooling CFE2	AA18610	17.03.2021	     35.000,00	USD

	*	Ejercicio 2021				     35.000,00	USD

		LCP-210071	CHI-Obsolecence Networking Switch	AA18126	27.11.2022	-3.111,03	USD
		LCP-210071	CHI-Obsolecence Networking Switch	AA73225	20.04.2021	     20.300,00	USD

	*	Ejercicio 2021				     17.188,97	USD

		LCP-210071	CHI-Obsolecence Networking Switch	AA18126	27.11.2022	      3.111,03	USD

	*	Ejercicio 2022				      3.111,03	USD

		LCP-210071-01	CAP-CHI-Obsolecence Networking Switch	AC00430	20.04.2021	     20.300,00	USD
		LCP-210071-01	CAP-CHI-Obsolecence Networking Switch	AA18126	27.11.2022	-3.111,03	USD

	*	Ejercicio 2021				     17.188,97	USD

		LCP-210071-01	CAP-CHI-Obsolecence Networking Switch	AA18126	27.11.2022	      3.111,03	USD

	*	Ejercicio 2022				      3.111,03	USD

		LCP-210074-EX	EX-Replace water line T400 (A&B)	AA18610	09.04.2021	     35.000,00	USD
		LCP-210074-EX	EX-Replace water line T400 (A&B)	AA18610	09.04.2021	     25.000,00	USD

	*	Ejercicio 2021				     60.000,00	USD

		LCP-210075-EX	EX-Instalación Paneles HMI Cranes (11)	AA18610	09.04.2021	     35.000,00	USD
		LCP-210075-EX	EX-Instalación Paneles HMI Cranes (11)	AA18610	28.05.2021	      3.496,00	USD

	*	Ejercicio 2021				     38.496,00	USD

		LCP-210079-EX	EX-Upgrade Sistema Seguridad Robot Pesta	AA18610	21.04.2021	     80.000,00	USD

	*	Ejercicio 2021				     80.000,00	USD

		LCP-210079-EX	EX-Upgrade Sistema Seguridad Robot Pesta	AA18610	16.08.2024	      7.992,00	USD

	*	Ejercicio 2024				      7.992,00	USD

		LCP-210080-EX	EX-Upgrade Cables Control Torretas Carca	AA18610	21.04.2021	     90.000,00	USD
		LCP-210080-EX	EX-Upgrade Cables Control Torretas Carca	AA18610	28.12.2021	      7.515,00	USD

	*	Ejercicio 2021				     97.515,00	USD

		LCP-210088	CAP-Cover installation Mixing Patio	AA73225	20.05.2021	    200.000,00	USD
		LCP-210088	CAP-Cover installation Mixing Patio	AA73225	01.10.2021	     19.800,00	USD

	*	Ejercicio 2021				    219.800,00	USD

		LCP-210088-EX	EX-Cover installation Mixing Patio	AA18610	20.05.2021	     10.000,00	USD

	*	Ejercicio 2021				     10.000,00	USD

		LCP-210091-EX	EX-OEE Server for 22, 42 Presses CL 5572	AA18610	05.05.2021	    100.000,00	USD

	*	Ejercicio 2021				    100.000,00	USD

		LCP-210094-EX	EX-Upgrade VDF Turret Carcase Fase # 1	AA18610	28.05.2021	     50.000,00	USD

	*	Ejercicio 2021				     50.000,00	USD

		LCP-210096	CAP-Water Preheating System for boilers	AA73225	02.06.2021	     65.000,00	USD

	*	Ejercicio 2021				     65.000,00	USD

		LCP-210097	CAP-NearLine (Storage NAS)	AA04148	28.05.2021	     43.000,00	USD

	*	Ejercicio 2021				     43.000,00	USD

		LCP-210104	CAP-Mold preheater installation for 52"	AA73225	23.06.2021	     60.000,00	USD

	*	Ejercicio 2021				     60.000,00	USD

		LCP-210111	CAP-New Centrifugal Compressor #2	AA18126	27.11.2022	-493.644,03	USD
		LCP-210111	CAP-New Centrifugal Compressor #2	AA73225	18.06.2021	    660.000,00	USD

	*	Ejercicio 2021				    166.355,97	USD

		LCP-210111	CAP-New Centrifugal Compressor #2	AA18126	27.11.2022	    493.644,03	USD

	*	Ejercicio 2022				    493.644,03	USD

		LCP-210111-EX	EX-New Centrifugal Compressor #2	AA18610	18.06.2021	     45.000,00	USD
		LCP-210111-EX	EX-New Centrifugal Compressor #2	AA18610	08.11.2022	      4.495,00	USD
		LCP-210111-EX	EX-New Centrifugal Compressor #2	AA18126	27.11.2022	-25.903,76	USD

	*	Ejercicio 2021				     23.591,24	USD

		LCP-210111-EX	EX-New Centrifugal Compressor #2	AA18126	27.11.2022	     25.903,76	USD

	*	Ejercicio 2022				     25.903,76	USD

		LCP-210124	CAP-DC Drive Main Motor Mixer#3	AA18126	27.11.2022	-255.191,43	USD
		LCP-210124	CAP-DC Drive Main Motor Mixer#3	AA73225	18.06.2021	    375.000,00	USD

	*	Ejercicio 2021				    119.808,57	USD

		LCP-210124	CAP-DC Drive Main Motor Mixer#3	AA18126	27.11.2022	    255.191,43	USD
		LCP-210124	CAP-DC Drive Main Motor Mixer#3	AA18126	30.12.2022	     37.462,50	USD

	*	Ejercicio 2022				    292.653,93	USD

		LCP-210124-EX	EX-DC Drive Main Motor Mixer#3	AA18610	18.06.2021	    110.000,00	USD
		LCP-210124-EX	EX-DC Drive Main Motor Mixer#3	AA18126	27.11.2022	-110.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210124-EX	EX-DC Drive Main Motor Mixer#3	AA18126	27.11.2022	    110.000,00	USD

	*	Ejercicio 2022				    110.000,00	USD

		LCP-210125	CAP-Roof Asbestos Elimination F. Finish	AA18126	27.11.2022	-84.330,00	USD
		LCP-210125	CAP-Roof Asbestos Elimination F. Finish	AA73225	16.06.2021	    120.000,00	USD

	*	Ejercicio 2021				     35.670,00	USD

		LCP-210125	CAP-Roof Asbestos Elimination F. Finish	AA18126	27.11.2022	     84.330,00	USD
		LCP-210125	CAP-Roof Asbestos Elimination F. Finish	AA18126	13.12.2022	      1.000,00	USD

	*	Ejercicio 2022				     85.330,00	USD

		LCP-210125-EX	EX-Roof Asbestos Elimination F. Finish	AA18610	16.06.2021	     80.000,00	USD
		LCP-210125-EX	EX-Roof Asbestos Elimination F. Finish	AA18126	27.11.2022	-80.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210125-EX	EX-Roof Asbestos Elimination F. Finish	AA18126	27.11.2022	     80.000,00	USD
		LCP-210125-EX	EX-Roof Asbestos Elimination F. Finish	AA18610	13.12.2022	      1.000,00	USD

	*	Ejercicio 2022				     81.000,00	USD

		LCP-210126	CAP-Upgrade Control 4 HF TBM (N°8 to N11	AA73225	02.08.2021	    420.000,00	USD
		LCP-210126	CAP-Upgrade Control 4 HF TBM (N°8 to N11	AA73225	03.01.2022	     22.050,00	USD

	*	Ejercicio 2021				    442.050,00	USD

		LCP-210127-EX	EX-Pavimentación Area Plataformas Desc.	AA18610	03.06.2021	     60.000,00	USD

	*	Ejercicio 2021				     60.000,00	USD

		LCP-210136	CAP-Emergency lights APL Warehouse	AA73225	02.07.2021	     90.000,00	USD

	*	Ejercicio 2021				     90.000,00	USD

		LCP-210136-EX	EX-Emergency lights APL Warehouse	AA18610	02.07.2021	     10.000,00	USD

	*	Ejercicio 2021				     10.000,00	USD

		LCP-210139	CAP-Impr. Dang. Crossings Saf. barrier	AA18126	27.11.2022	-48.759,16	USD
		LCP-210139	CAP-Impr. Dang. Crossings Saf. barrier	AA73225	16.07.2021	    250.000,00	USD

	*	Ejercicio 2021				    201.240,84	USD

		LCP-210139	CAP-Impr. Dang. Crossings Saf. barrier	AA18126	27.11.2022	     48.759,16	USD

	*	Ejercicio 2022				     48.759,16	USD

		LCP-210139-EX	EX-Impr. Dang. Crossings Saf. barrier	AA18610	22.07.2021	     20.000,00	USD
		LCP-210139-EX	EX-Impr. Dang. Crossings Saf. barrier	AA18126	27.11.2022	-4.852,84	USD

	*	Ejercicio 2021				     15.147,16	USD

		LCP-210139-EX	EX-Impr. Dang. Crossings Saf. barrier	AA18126	27.11.2022	      4.852,84	USD

	*	Ejercicio 2022				      4.852,84	USD

		LCP-210142	CAP-Upgrade Kinetix Plummer 1, 2, 3 & GT	AA18126	27.11.2022	-145.500,02	USD
		LCP-210142	CAP-Upgrade Kinetix Plummer 1, 2, 3 & GT	AA73225	02.07.2021	    200.000,00	USD
		LCP-210142	CAP-Upgrade Kinetix Plummer 1, 2, 3 & GT	AA18126	30.05.2022	      8.740,00	USD
		LCP-210142	CAP-Upgrade Kinetix Plummer 1, 2, 3 & GT	AA18126	30.05.2022	         70,00	USD

	*	Ejercicio 2021				     63.309,98	USD

		LCP-210142	CAP-Upgrade Kinetix Plummer 1, 2, 3 & GT	AA18126	27.11.2022	    145.500,02	USD

	*	Ejercicio 2022				    145.500,02	USD

		LCP-210143	CAP-Upgrade Evacuation Audio System	AA18126	27.11.2022	-26.596,54	USD
		LCP-210143	CAP-Upgrade Evacuation Audio System	AA73225	02.07.2021	     90.000,00	USD

	*	Ejercicio 2021				     63.403,46	USD

		LCP-210143	CAP-Upgrade Evacuation Audio System	AA18126	27.11.2022	     26.596,54	USD

	*	Ejercicio 2022				     26.596,54	USD

		LCP-210144	CAP-Upgrade Sistema Hidraulico FVM ASM	AA18126	27.11.2022	-95.957,46	USD
		LCP-210144	CAP-Upgrade Sistema Hidraulico FVM ASM	AA73225	02.07.2021	    200.000,00	USD

	*	Ejercicio 2021				    104.042,54	USD

		LCP-210144	CAP-Upgrade Sistema Hidraulico FVM ASM	AA18126	27.11.2022	     95.957,46	USD

	*	Ejercicio 2022				     95.957,46	USD

		LCP-210145	CAP-Upgrade MV Drive Mixer Area	AA18126	27.11.2022	-108.038,77	USD
		LCP-210145	CAP-Upgrade MV Drive Mixer Area	AA73225	26.07.2021	    390.000,00	USD

	*	Ejercicio 2021				    281.961,23	USD

		LCP-210145	CAP-Upgrade MV Drive Mixer Area	AA18126	27.11.2022	    108.038,77	USD

	*	Ejercicio 2022				    108.038,77	USD

		LCP-210145-EX	EX-Upgrade MV Drive Mixer Area	AA18610	26.07.2021	     20.000,00	USD
		LCP-210145-EX	EX-Upgrade MV Drive Mixer Area	AA18126	27.11.2022	-20.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210145-EX	EX-Upgrade MV Drive Mixer Area	AA18126	27.11.2022	     20.000,00	USD

	*	Ejercicio 2022				     20.000,00	USD

		LCP-210151	CAP-Electrical Upgrade Two (2) Mec. Pres	AA18126	27.11.2022	-108.456,24	USD
		LCP-210151	CAP-Electrical Upgrade Two (2) Mec. Pres	AA73225	12.08.2021	    190.000,00	USD

	*	Ejercicio 2021				     81.543,76	USD

		LCP-210151	CAP-Electrical Upgrade Two (2) Mec. Pres	AA18126	27.11.2022	    108.456,24	USD

	*	Ejercicio 2022				    108.456,24	USD

		LCP-210151-EX	EX-Electrical Upgrade Two (2) Mec. Pres	AA18610	12.08.2021	     20.000,00	USD
		LCP-210151-EX	EX-Electrical Upgrade Two (2) Mec. Pres	AA18126	27.11.2022	-20.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210151-EX	EX-Electrical Upgrade Two (2) Mec. Pres	AA18126	27.11.2022	     20.000,00	USD

	*	Ejercicio 2022				     20.000,00	USD

		LCP-210155	CAP-Upgrade End Effectors Robots Loading	AA73225	23.07.2021	    100.000,00	USD

	*	Ejercicio 2021				    100.000,00	USD

		LCP-210156	CAP-Overhaul gearbox extruder mixer #5	AA18126	27.11.2022	-48.421,44	USD
		LCP-210156	CAP-Overhaul gearbox extruder mixer #5	AA73225	23.07.2021	    120.000,00	USD
		LCP-210156	CAP-Overhaul gearbox extruder mixer #5	AA73225	01.02.2022	     10.008,00	USD

	*	Ejercicio 2021				     81.586,56	USD

		LCP-210156	CAP-Overhaul gearbox extruder mixer #5	AA18126	27.11.2022	     48.421,44	USD

	*	Ejercicio 2022				     48.421,44	USD

		LCP-210156-EX	EX-Overhaul gearbox extruder mixer #5	AA18610	23.07.2021	     10.000,00	USD
		LCP-210156-EX	EX-Overhaul gearbox extruder mixer #5	AA18126	27.11.2022	-6.126,32	USD

	*	Ejercicio 2021				      3.873,68	USD

		LCP-210156-EX	EX-Overhaul gearbox extruder mixer #5	AA18126	27.11.2022	      6.126,32	USD

	*	Ejercicio 2022				      6.126,32	USD

		LCP-210157	CAP-Fire protection system diesel tank	AA18126	27.11.2022	-12.141,74	USD
		LCP-210157	CAP-Fire protection system diesel tank	AA73225	23.07.2021	     80.000,00	USD

	*	Ejercicio 2021				     67.858,26	USD

		LCP-210157	CAP-Fire protection system diesel tank	AA18126	27.11.2022	     12.141,74	USD

	*	Ejercicio 2022				     12.141,74	USD

		LCP-210158-EX	EX-Fijación Carros Neumáticos en Verde	AA18610	21.09.2021	     30.000,00	USD

	*	Ejercicio 2021				     30.000,00	USD

		LCP-210161	CAP-UPS Installation Breaker & Carcass T	AA18126	27.11.2022	-38.113,43	USD
		LCP-210161	CAP-UPS Installation Breaker & Carcass T	AA73225	10.08.2021	    130.000,00	USD

	*	Ejercicio 2021				     91.886,57	USD

		LCP-210161	CAP-UPS Installation Breaker & Carcass T	AA18126	27.11.2022	     38.113,43	USD

	*	Ejercicio 2022				     38.113,43	USD

		LCP-210162	CAP-ASRS Reliability Project/Communicati	AA18126	27.11.2022	-92.662,66	USD
		LCP-210162	CAP-ASRS Reliability Project/Communicati	AA73225	11.08.2021	    420.000,00	USD
		LCP-210162	CAP-ASRS Reliability Project/Communicati	AA73225	27.01.2022	     40.000,00	USD

	*	Ejercicio 2021				    367.337,34	USD

		LCP-210162	CAP-ASRS Reliability Project/Communicati	AA18126	27.11.2022	     92.662,66	USD

	*	Ejercicio 2022				     92.662,66	USD

		LCP-210162-EX	EX-ASRS Reliability Project/Communicatio	AA18610	11.08.2021	     50.000,00	USD
		LCP-210162-EX	EX-ASRS Reliability Project/Communicatio	AA18126	27.11.2022	-9.160,78	USD

	*	Ejercicio 2021				     40.839,22	USD

		LCP-210162-EX	EX-ASRS Reliability Project/Communicatio	AA18126	27.11.2022	      9.160,78	USD

	*	Ejercicio 2022				      9.160,78	USD

		LCP-210163	CAP-Cooling water system for Compressor	AA73225	10.08.2021	     80.000,00	USD

	*	Ejercicio 2021				     80.000,00	USD

		LCP-210163-EX	EX-Cooling water system for Compressor	AA18610	10.08.2021	     20.000,00	USD

	*	Ejercicio 2021				     20.000,00	USD

		LCP-210165	CAP-Emergency lights system (Mix, FF,HF)	AA18126	27.11.2022	-68.687,24	USD
		LCP-210165	CAP-Emergency lights system (Mix, FF,HF)	AA73225	13.08.2021	    152.000,00	USD

	*	Ejercicio 2021				     83.312,76	USD

		LCP-210165	CAP-Emergency lights system (Mix, FF,HF)	AA18126	27.11.2022	     68.687,24	USD

	*	Ejercicio 2022				     68.687,24	USD

		LCP-210165-01	CAP-Emergency lights system (Mix, FF,HF)	AA78712	01.10.2021	    152.000,00	USD
		LCP-210165-01	CAP-Emergency lights system (Mix, FF,HF)	AA18126	27.11.2022	-68.687,24	USD

	*	Ejercicio 2021				     83.312,76	USD

		LCP-210165-01	CAP-Emergency lights system (Mix, FF,HF)	AA18126	27.11.2022	     68.687,24	USD

	*	Ejercicio 2022				     68.687,24	USD

		LCP-210166	CAP-Vertical Ladder Gates	AA18126	27.11.2022	-117.576,00	USD
		LCP-210166	CAP-Vertical Ladder Gates	AA73225	13.08.2021	    150.000,00	USD

	*	Ejercicio 2021				     32.424,00	USD

		LCP-210166	CAP-Vertical Ladder Gates	AA18126	27.11.2022	    117.576,00	USD

	*	Ejercicio 2022				    117.576,00	USD

		LCP-210167	CAP-Life lines conveyors (Tire assembly)	AA18126	27.11.2022	-16.652,50	USD
		LCP-210167	CAP-Life lines conveyors (Tire assembly)	AA73225	13.08.2021	    143.000,00	USD

	*	Ejercicio 2021				    126.347,50	USD

		LCP-210167	CAP-Life lines conveyors (Tire assembly)	AA18126	27.11.2022	     16.652,50	USD

	*	Ejercicio 2022				     16.652,50	USD

		LCP-210168-EX	EX-Change 220 mt of piping Curing	AA18610	02.08.2021	    160.000,00	USD

	*	Ejercicio 2021				    160.000,00	USD

		LCP-210171	CAP-Safety Improvement Z Calander	AA18126	27.11.2022	-161.636,41	USD
		LCP-210171	CAP-Safety Improvement Z Calander	AA73225	17.09.2021	    185.000,00	USD

	*	Ejercicio 2021				     23.363,59	USD

		LCP-210171	CAP-Safety Improvement Z Calander	AA18126	27.11.2022	    161.636,41	USD

	*	Ejercicio 2022				    161.636,41	USD

		LCP-210173	Refresh Obsolecence  Access Point Networ	AA18126	27.11.2022	-92.223,00	USD
		LCP-210173	Refresh Obsolecence  Access Point Networ	AA73225	30.08.2021	     92.223,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210173	Refresh Obsolecence  Access Point Networ	AA18126	27.11.2022	     92.223,00	USD

	*	Ejercicio 2022				     92.223,00	USD

		LCP-210173-01	CAP-Refresh Obsolecence  Access Point Ne	AC00430	30.08.2021	     92.223,00	USD
		LCP-210173-01	CAP-Refresh Obsolecence  Access Point Ne	AA18126	27.11.2022	-92.223,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210173-01	CAP-Refresh Obsolecence  Access Point Ne	AA18126	27.11.2022	     92.223,00	USD

	*	Ejercicio 2022				     92.223,00	USD

		LCP-210174	CAP-Ply Cutter #2 Stiffner Capability Im	AA18126	27.11.2022	-2.299.032,83	USD
		LCP-210174	CAP-Ply Cutter #2 Stiffner Capability Im	AA73225	21.10.2021	  2.300.000,00	USD

	*	Ejercicio 2021				        967,17	USD

		LCP-210174	CAP-Ply Cutter #2 Stiffner Capability Im	AA18126	27.11.2022	  2.299.032,83	USD

	*	Ejercicio 2022				  2.299.032,83	USD

		LCP-210174-EX	EX-Ply Cutter #2 Stiffner Capability Im	AA18610	21.10.2021	    265.000,00	USD
		LCP-210174-EX	EX-Ply Cutter #2 Stiffner Capability Im	AA18126	27.11.2022	-265.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210174-EX	EX-Ply Cutter #2 Stiffner Capability Im	AA18126	27.11.2022	    265.000,00	USD

	*	Ejercicio 2022				    265.000,00	USD

		LCP-210176	CAP-Overhead Con Protection Installation	AA18126	27.11.2022	-8.326,96	USD
		LCP-210176	CAP-Overhead Con Protection Installation	AA73225	07.09.2021	    115.000,00	USD
		LCP-210176	CAP-Overhead Con Protection Installation	AA73225	21.10.2021	      4.600,00	USD
		LCP-210176	CAP-Overhead Con Protection Installation	AA73225	21.12.2021	      6.888,00	USD

